1632.0 8.0 78.0 
1592.0 12.0 77.0 
614.0 18.0 6.0 
1921.0 6.0 88.0 
1592.0 12.0 77.0 
205.0 24.0 1.0 
4470.0 4.0 239.0 
205.0 24.0 1.0 
205.0 24.0 1.0 
614.0 18.0 6.0 
1921.0 6.0 88.0 
4470.0 4.0 239.0 
205.0 24.0 1.0 
581.0 14.0 8.0 
1921.0 6.0 88.0 
1921.0 6.0 88.0 
1921.0 6.0 88.0 
205.0 24.0 1.0 
541.0 18.0 7.0 
1632.0 8.0 78.0 
541.0 18.0 7.0 
1632.0 8.0 78.0 
1921.0 6.0 88.0 
1921.0 6.0 88.0 
205.0 24.0 1.0 
245.0 20.0 2.0 
1592.0 12.0 77.0 
4470.0 4.0 239.0 
4470.0 4.0 239.0 
245.0 20.0 2.0 
4470.0 4.0 239.0 
4470.0 4.0 239.0 
581.0 14.0 8.0 
1921.0 6.0 88.0 
614.0 18.0 6.0 
581.0 14.0 8.0 
4470.0 4.0 239.0 
1592.0 12.0 77.0 
1592.0 12.0 77.0 
205.0 24.0 1.0 
1632.0 8.0 78.0 
245.0 20.0 2.0 
205.0 24.0 1.0 
541.0 18.0 7.0 
4470.0 4.0 239.0 
245.0 20.0 2.0 
1921.0 6.0 88.0 
245.0 20.0 2.0 
4470.0 4.0 239.0 
205.0 24.0 1.0 
1632.0 8.0 78.0 
4470.0 4.0 239.0 
245.0 20.0 2.0 
245.0 20.0 2.0 
4470.0 4.0 239.0 
1921.0 6.0 88.0 
1592.0 12.0 77.0 
614.0 18.0 6.0 
1921.0 6.0 88.0 
1592.0 12.0 77.0 
1592.0 12.0 77.0 
1592.0 12.0 77.0 
245.0 20.0 2.0 
205.0 24.0 1.0 
