4470.0 4.0 239.0 
300.0 24.0 1.0 
300.0 24.0 1.0 
4470.0 4.0 239.0 
1921.0 6.0 88.0 
1592.0 12.0 77.0 
581.0 14.0 8.0 
1632.0 8.0 78.0 
435.0 16.0 3.0 
340.0 20.0 2.0 
340.0 20.0 2.0 
1921.0 6.0 88.0 
581.0 14.0 8.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1592.0 12.0 77.0 
300.0 24.0 1.0 
4470.0 4.0 239.0 
340.0 20.0 2.0 
1921.0 6.0 88.0 
581.0 14.0 8.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1592.0 12.0 77.0 
300.0 24.0 1.0 
4470.0 4.0 239.0 
340.0 20.0 2.0 
1921.0 6.0 88.0 
581.0 14.0 8.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1592.0 12.0 77.0 
4470.0 4.0 239.0 
300.0 24.0 1.0 
340.0 20.0 2.0 
1921.0 6.0 88.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1592.0 12.0 77.0 
4470.0 4.0 239.0 
300.0 24.0 1.0 
435.0 16.0 3.0 
340.0 20.0 2.0 
1592.0 12.0 77.0 
1921.0 6.0 88.0 
1632.0 8.0 78.0 
300.0 24.0 1.0 
4470.0 4.0 239.0 
435.0 16.0 3.0 
340.0 20.0 2.0 
1592.0 12.0 77.0 
1632.0 8.0 78.0 
4470.0 4.0 239.0 
300.0 24.0 1.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
340.0 20.0 2.0 
1592.0 12.0 77.0 
4470.0 4.0 239.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
340.0 20.0 2.0 
1592.0 12.0 77.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
340.0 20.0 2.0 
1592.0 12.0 77.0 
435.0 16.0 3.0 
340.0 20.0 2.0 
1632.0 8.0 78.0 
1592.0 12.0 77.0 
340.0 20.0 2.0 
435.0 16.0 3.0 
1592.0 12.0 77.0 
1632.0 8.0 78.0 
340.0 20.0 2.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
340.0 20.0 2.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
1632.0 8.0 78.0 
435.0 16.0 3.0 
1632.0 8.0 78.0 
